"codigo","componente","segunda_linha"
"C0D8F","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0D90","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0D91","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0D92","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0D93","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0D94","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0D95","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0D96","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0D97","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0D98","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0D99","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0D9A","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0D9B","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0D9C","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0D9D","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0D9E","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0D9F","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DA0","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DA1","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DA2","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DA3","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DA4","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DA5","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DA6","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DA7","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DA8","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DA9","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DAA","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DAB","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DAC","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DAD","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DAE","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DAF","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DB0","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DB1","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DB2","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DB3","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DB4","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DB5","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DB6","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DB7","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DB8","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DB9","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DBA","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DBB","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DBC","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DBD","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DBE","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DBF","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DC0","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DC1","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DC2","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DC3","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DC4","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DC5","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DC6","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DC7","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DC8","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DC9","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DCA","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DCB","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DCC","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DCD","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DCE","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DCF","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DD0","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DD1","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DD2","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DD3","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DD4","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DD5","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DD6","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DD7","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DD8","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DD9","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DDA","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DDB","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DDC","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DDD","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DDE","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DDF","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DE0","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DE1","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DE2","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DE3","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DE4","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DE5","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DE6","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DE7","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DE8","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DE9","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DEA","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DEB","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DEC","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DED","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DEE","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DEF","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DF0","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DF1","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DF2","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DF3","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DF4","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DF5","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DF6","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DF7","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DF8","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DF9","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DFA","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DFB","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DFC","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DFD","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DFE","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0DFF","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E00","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E01","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E02","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E03","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E04","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E05","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E06","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E07","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E08","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E09","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E0A","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E0B","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E0C","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E0D","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E0E","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E0F","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E10","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E11","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E12","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E13","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E14","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E15","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E16","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E17","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E18","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E19","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E1A","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E1B","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E1C","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E1D","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E1E","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E1F","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E20","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E21","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E22","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E23","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E24","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E25","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E26","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E27","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E28","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E29","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E2A","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E2B","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E2C","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E2D","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E2E","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E2F","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E30","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E31","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E32","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E33","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E34","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E35","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E36","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E37","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E38","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E39","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E3A","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E3B","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E3C","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E3D","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E3E","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E3F","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E40","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E41","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E42","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E43","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E44","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E45","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E46","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E47","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E48","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E49","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E4A","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E4B","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E4C","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E4D","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E4E","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E4F","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E50","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E51","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E52","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E53","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E54","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E55","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E56","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E57","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E58","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E59","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E5A","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E5B","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E5C","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E5D","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E5E","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E5F","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E60","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E61","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E62","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E63","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E64","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E65","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E66","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E67","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E68","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E69","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E6A","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E6B","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E6C","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E6D","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E6E","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E6F","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E70","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E71","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E72","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E73","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E74","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E75","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E76","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E77","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E78","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E79","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E7A","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E7B","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E7C","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E7D","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E7E","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E7F","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E80","Código reservado para uso futuro pelas normas ISO/SAE.",
"C0E81","Código reservado para uso futuro pelas normas ISO/SAE.",
